question,possible_answers,id,subj,prop,obj,subj_id,prop_id,obj_id,s_aliases,o_aliases,s_uri,o_uri,s_wiki_title,o_wiki_title,s_pop,o_pop
What is Elvin Penner's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",4027096,Elvin Penner,occupation,politician,1759972,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q5368083,http://www.wikidata.org/entity/Q82955,Elvin Penner,Politician,85,25692
What is Rodrigo Arocena's occupation?,"[""mathematician""]",3146386,Rodrigo Arocena,occupation,mathematician,1342180,22,520646,"[""Rodrigo Arocena Linn""]",[],http://www.wikidata.org/entity/Q457588,http://www.wikidata.org/entity/Q170790,Rodrigo Arocena,Mathematician,74,23111
What is Fidel Antuña Batista's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",1412527,Fidel Antuña Batista,occupation,politician,631724,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q18638134,http://www.wikidata.org/entity/Q82955,Fidel Antuña Batista,Politician,56,25692
What is Thomas Gifford's occupation as a Canadian?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",5978662,Thomas Gifford,occupation,politician,2684206,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q7790024,http://www.wikidata.org/entity/Q82955,Thomas Gifford (politician),Politician,55,25692
What is Pietro Marcenaro's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",2901881,Pietro Marcenaro,occupation,politician,1242910,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q3904043,http://www.wikidata.org/entity/Q82955,Pietro Marcenaro,Politician,34,25692
What is William Australia Graham's occupation?,"[""farmer"", ""agriculturist"", ""grower"", ""raiser"", ""cultivator"", ""agriculturer"", ""farmer (occupation)"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",6175762,William Australia Graham,occupation,politician,2785642,22,2834605,"[""William Graham"",""W. A. Graham""]","[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q8004723,http://www.wikidata.org/entity/Q82955,William Australia Graham,Politician,50,25692
What was Richard Myers's (1901–1977) profession?,"[""songwriter"", ""song writer""]",5577511,Richard Myers,occupation,songwriter,2485785,22,2577376,[],"[""song writer""]",http://www.wikidata.org/entity/Q7327974,http://www.wikidata.org/entity/Q753110,Richard Myers (songwriter),Songwriter,85,25550
What is Frits Castricum's occupation?,"[""journalist"", ""journo"", ""journalists"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",609565,Frits Castricum,occupation,politician,249437,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q1465250,http://www.wikidata.org/entity/Q82955,Frits Castricum,Politician,59,25692
What is Per Risvik's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",5417853,Per Risvik,occupation,politician,2409080,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q7166781,http://www.wikidata.org/entity/Q82955,Per Risvik,Politician,33,25692
What is Alan Bjerga's occupation?,"[""journalist"", ""journo"", ""journalists""]",3255842,Alan Bjerga,occupation,journalist,1397531,22,663400,[],"[""journo"",""journalists""]",http://www.wikidata.org/entity/Q4706188,http://www.wikidata.org/entity/Q1930187,Alan Bjerga,Journalist,82,24952
What is Rose Beaudet's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",1053271,Rose Beaudet,occupation,actor,450993,22,1114174,[],"[""actress"",""actors"",""actresses""]",http://www.wikidata.org/entity/Q16750791,http://www.wikidata.org/entity/Q33999,Rose Beaudet,Actor,88,81374
"What is the occupation of Jean Gabriel Marie, the French?","[""composer""]",836769,Jean Gabriel Marie,occupation,composer,356988,22,1189033,[],[],http://www.wikidata.org/entity/Q16006794,http://www.wikidata.org/entity/Q36834,Jean Gabriel Marie (1907–1970),Composer,72,28389
What is George Birnie Esslemont's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",4208555,George Birnie Esslemont,occupation,politician,1845415,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q5536998,http://www.wikidata.org/entity/Q82955,George Esslemont,Politician,75,25692
What is Shorty Hamilton's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",3588016,Shorty Hamilton,occupation,actor,1552082,22,1114174,[],"[""actress"",""actors"",""actresses""]",http://www.wikidata.org/entity/Q4981663,http://www.wikidata.org/entity/Q33999,Shorty Hamilton,Actor,89,81374
What is Nandor Balazs's occupation?,"[""physicist""]",2011238,Nandor Balazs,occupation,physicist,882234,22,485825,[],[],http://www.wikidata.org/entity/Q262077,http://www.wikidata.org/entity/Q169470,Nándor Balázs,Physicist,74,17531
What is Maurice Le Boucher's occupation?,"[""composer"", ""organist"", ""organ player""]",4805477,Maurice Le Boucher,occupation,composer,2114786,22,1189033,[],[],http://www.wikidata.org/entity/Q635474,http://www.wikidata.org/entity/Q36834,Maurice Le Boucher,Composer,83,28389
What is T. P. Poonatchi's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",1046764,T. P. Poonatchi,occupation,politician,447994,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q16734625,http://www.wikidata.org/entity/Q82955,T. P. Poonatchi,Politician,35,25692
What is René Bégin's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",1688359,René Bégin,occupation,politician,747877,22,2834605,"[""Rene Begin""]","[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q2144565,http://www.wikidata.org/entity/Q82955,René Bégin,Politician,71,25692
What is Robert Jonckheere's occupation?,"[""astronomer""]",980948,Robert Jonckheere,occupation,astronomer,419074,22,64448,[],[],http://www.wikidata.org/entity/Q16254896,http://www.wikidata.org/entity/Q11063,Robert Jonckhèere,Astronomer,62,12368
What is Arafan Camara's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",2175983,Arafan Camara,occupation,politician,950898,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q2859422,http://www.wikidata.org/entity/Q82955,Arafan Camara,Politician,83,25692
What is George Lewis's profession?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",4218380,George Lewis,occupation,politician,1848887,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q5541705,http://www.wikidata.org/entity/Q82955,George Lewis (politician),Politician,68,25692
What is Louis O'Dea's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",5022237,Louis O'Dea,occupation,politician,2217982,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q6687900,http://www.wikidata.org/entity/Q82955,Louis O'Dea,Politician,52,25692
What is Derek Ingram Hill's occupation?,"[""priest"", ""reverend"", ""priestess""]",3900281,Derek Ingram Hill,occupation,priest,1702231,22,1291475,"[""Canon Derek Ingram Hill""]","[""reverend"",""priestess""]",http://www.wikidata.org/entity/Q5262072,http://www.wikidata.org/entity/Q42603,Derek Ingram Hill,Priest,54,20534
What is Sebaki Devi Das Tatma's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",5713334,Sebaki Devi Das Tatma,occupation,politician,2549196,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q7442335,http://www.wikidata.org/entity/Q82955,Sebaki Devi Das Tatma,Politician,26,25692
What is Howard Fowles's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",4503284,Howard Fowles,occupation,politician,1984707,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q5919653,http://www.wikidata.org/entity/Q82955,Howard Fowles,Politician,73,25692
What is Julia de Asensi's occupation?,"[""journalist"", ""journo"", ""journalists""]",4776718,Julia de Asensi,occupation,journalist,2099989,22,663400,"[""Julia de Asensi y Laiglesia""]","[""journo"",""journalists""]",http://www.wikidata.org/entity/Q6306885,http://www.wikidata.org/entity/Q1930187,Julia de Asensi,Journalist,73,24952
What is Đurđa Ivezić's occupation?,"[""actor"", ""actress"", ""actors"", ""actresses""]",394628,Đurđa Ivezić,occupation,actor,158769,22,1114174,[],"[""actress"",""actors"",""actresses""]",http://www.wikidata.org/entity/Q12960757,http://www.wikidata.org/entity/Q33999,Đurđa Ivezić,Actor,96,81374
What is the occupation of Thomas Widdrington?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",5985932,Thomas Widdrington,occupation,politician,2687244,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q7795099,http://www.wikidata.org/entity/Q82955,Thomas Widdrington (died 1660),Politician,45,25692
What is Jean-Marie-Victor Viel's occupation?,"[""architect""]",1484274,Jean-Marie-Victor Viel,occupation,architect,662588,22,1296792,"[""Jean Marie Victor Viel""]",[],http://www.wikidata.org/entity/Q19282479,http://www.wikidata.org/entity/Q42973,Jean-Marie-Victor Viel,Architect,74,28889
What is Virginia Haviland's occupation?,"[""librarian"", ""library staff""]",6112233,Virginia Haviland,occupation,librarian,2751331,22,606095,[],"[""library staff""]",http://www.wikidata.org/entity/Q7934296,http://www.wikidata.org/entity/Q182436,Virginia Haviland,Librarian,90,11011
What is Frances Josephy's occupation?,"[""journalist"", ""journo"", ""journalists"", ""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",658003,Frances Josephy,occupation,politician,277992,22,2834605,"[""Frances Louise Josephy""]","[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q14949122,http://www.wikidata.org/entity/Q82955,Frances Josephy,Politician,54,25692
What is John Williams Tobey's occupation?,"[""architect""]",4741585,John Williams Tobey,occupation,architect,2085562,22,1296792,[],[],http://www.wikidata.org/entity/Q6264394,http://www.wikidata.org/entity/Q42973,John Williams Tobey,Architect,89,28889
"What is the occupation of Jorge Traverso, who is Uruguayan?","[""journalist"", ""journo"", ""journalists""]",1158868,Jorge Traverso,occupation,journalist,512908,22,663400,[],"[""journo"",""journalists""]",http://www.wikidata.org/entity/Q1703940,http://www.wikidata.org/entity/Q1930187,Jorge Traverso,Journalist,43,24952
What is Paolo Pellizzari's occupation as an Italian?,"[""photographer"", ""photog"", ""photographers""]",5378331,Paolo Pellizzari,occupation,photographer,2391567,22,1092260,[],"[""photog"",""photographers""]",http://www.wikidata.org/entity/Q7132229,http://www.wikidata.org/entity/Q33231,Paolo Pellizzari,Photographer,74,10855
What is Petr Mlsna's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",298388,Petr Mlsna,occupation,politician,120633,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q12044972,http://www.wikidata.org/entity/Q82955,Petr Mlsna,Politician,78,25692
What is Lorena Corona Valdés's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",1419959,Lorena Corona Valdés,occupation,politician,635038,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q18685511,http://www.wikidata.org/entity/Q82955,Lorena Corona Valdés,Politician,35,25692
"What is Sir Thomas Clarges, 3rd Baronet's occupation?","[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",1204905,"Sir Thomas Clarges, 3rd Baronet",occupation,politician,536660,22,2834605,"[""Thomas Clarges"",""Sir Thomas Clarges""]","[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q17279218,http://www.wikidata.org/entity/Q82955,"Sir Thomas Clarges, 3rd Baronet",Politician,39,25692
What is Donald Robert Macgregor's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",3939174,Donald Robert Macgregor,occupation,politician,1720098,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q5295071,http://www.wikidata.org/entity/Q82955,Donald Robert Macgregor,Politician,29,25692
What is Clement Baker's occupation?,"[""politician"", ""political leader"", ""political figure"", ""polit."", ""pol""]",3752840,Clement Baker,occupation,politician,1631596,22,2834605,[],"[""political leader"",""political figure"",""polit."",""pol""]",http://www.wikidata.org/entity/Q5131287,http://www.wikidata.org/entity/Q82955,Clement Baker,Politician,43,25692
In what city was Belarmino Mario Chipongue born?,"[""Lubango""]",2197943,Belarmino Mario Chipongue,place of birth,Lubango,960468,218,128359,[],[],http://www.wikidata.org/entity/Q2894219,http://www.wikidata.org/entity/Q122044,Mário Belarmino,Lubango,50,1381
In what city was Charles Hammock born?,"[""Philadelphia"", ""Philly"", ""City of Brotherly Love"", ""Cradle of Liberty"", ""Philadelphia, Pennsylvania"", ""City of Philadelphia"", ""Philadelphia, PA""]",3689273,Charles Hammock,place of birth,Philadelphia,1602358,218,185729,"[""Charles Paul Hammock""]","[""Philly"",""City of Brotherly Love"",""Cradle of Liberty"",""Philadelphia, Pennsylvania"",""City of Philadelphia"",""Philadelphia, PA""]",http://www.wikidata.org/entity/Q5078736,http://www.wikidata.org/entity/Q1345,Charles Hammock,Philadelphia,45,159313
In what city was Izhar Elias born?,"[""Amsterdam"", ""Mokum"", ""Amsterdam, NL"", ""Amsterdam, Netherlands"", ""A'dam""]",3119947,Izhar Elias,place of birth,Amsterdam,1328723,218,2455815,[],"[""Mokum"",""Amsterdam, NL"",""Amsterdam, Netherlands"",""A'dam""]",http://www.wikidata.org/entity/Q4531189,http://www.wikidata.org/entity/Q727,Izhar Elias,Amsterdam,74,147710
In what city was Roger McCardell born?,"[""Baltimore County"", ""County of Maryland"", ""Baltimore County, Maryland""]",5621482,Roger McCardell,place of birth,Baltimore County,2504916,218,1500716,"[""Roger Morton McCardell""]","[""County of Maryland"",""Baltimore County, Maryland""]",http://www.wikidata.org/entity/Q7358620,http://www.wikidata.org/entity/Q488668,Roger McCardell,"Baltimore County, Maryland",78,8387
In what city was Antonio Calcagni born?,"[""Recanati""]",2737157,Antonio Calcagni,place of birth,Recanati,1176136,218,2836799,"[""Antonio di Bernardino Calcagni""]",[],http://www.wikidata.org/entity/Q3619339,http://www.wikidata.org/entity/Q83362,Antonio Calcagni,Recanati,64,1197
In what city was Philipp Crone born?,"[""Cologne"", ""Köln"", ""Kreisfreie Stadt Köln"", ""Cologne, Germany"", ""Cologne (Germany)""]",324999,Philipp Crone,place of birth,Cologne,131086,218,1182888,[],"[""K\u00f6ln"",""Kreisfreie Stadt K\u00f6ln"",""Cologne, Germany"",""Cologne (Germany)""]",http://www.wikidata.org/entity/Q122863,http://www.wikidata.org/entity/Q365,Philipp Crone,Cologne,59,79427
